date,Tmax,Tmin,Tmean
01/10/2008,14.23,11.05,12.64
02/10/2008,12.7,5.6,9.15
03/10/2008,12.11,6.05,9.08
04/10/2008,15.32,2.72,9.02
05/10/2008,15.29,9.17,12.23
06/10/2008,16.43,5.26,10.84
07/10/2008,16.94,6.9,11.92
08/10/2008,15.04,4.14,9.59
09/10/2008,16.63,2.5,9.57
10/10/2008,17.86,7.07,12.46
11/10/2008,18.31,9.17,13.74
12/10/2008,20.5,6.97,13.74
13/10/2008,15.93,9.32,12.63
14/10/2008,17.27,10.56,13.91
15/10/2008,15.56,11.88,13.72
16/10/2008,12.05,6.83,9.44
17/10/2008,13.9,3.36,8.63
18/10/2008,13.63,6.2,9.91
19/10/2008,14.04,6.37,10.2
20/10/2008,15.46,10,12.73
21/10/2008,13.7,5.06,9.38
22/10/2008,13.3,2.42,7.86
23/10/2008,13.87,5.93,9.9
24/10/2008,12.56,9.03,10.8
25/10/2008,14.31,3.23,8.77
26/10/2008,12.47,4.53,8.5
27/10/2008,10.39,3.27,6.83
28/10/2008,8.25,-0.1,4.08
29/10/2008,6.98,-3.16,1.91
30/10/2008,7.38,0.51,3.95
31/10/2008,7.73,0.37,4.05
01/11/2008,7.9,-0.49,3.71
02/11/2008,8.98,5.07,7.03
03/11/2008,10.25,7.94,9.09
04/11/2008,10.44,8.82,9.63
05/11/2008,10.15,8.65,9.4
06/11/2008,9.86,8.08,8.97
07/11/2008,12.05,7.87,9.96
08/11/2008,12.93,6.78,9.85
09/11/2008,11.16,4.78,7.97
10/11/2008,8.26,6.15,7.2
11/11/2008,10.08,5.79,7.93
12/11/2008,9.51,3.19,6.35
13/11/2008,10.85,3.17,7.01
14/11/2008,13.5,6.29,9.89
15/11/2008,13.79,9.17,11.48
16/11/2008,12.4,9.7,11.05
17/11/2008,9.84,1.92,5.88
18/11/2008,10.86,5.55,8.2
19/11/2008,12.49,5,8.74
20/11/2008,12.51,6.13,9.32
21/11/2008,8.46,7.18,7.82
22/11/2008,6.11,1.57,3.84
23/11/2008,8.38,-2.03,3.18
24/11/2008,7.16,0.99,4.07
25/11/2008,6.21,1.08,3.65
26/11/2008,9.51,-0.43,4.54
27/11/2008,11.2,5.34,8.27
28/11/2008,5.09,1.32,3.2
29/11/2008,3.45,-0.78,1.34
30/11/2008,4.07,-0.18,1.95
01/12/2008,3.98,-0.07,1.91
02/12/2008,4.32,-0.64,2.04
03/12/2008,7.74,-1.74,2.59
04/12/2008,8.49,-0.41,3.76
05/12/2008,7.43,0.76,4.35
06/12/2008,7.43,1.4,4.25
07/12/2008,4.91,-3.31,1.32
08/12/2008,6.29,-1.92,1.99
09/12/2008,5.63,1.11,2.86
10/12/2008,4.15,-1.73,1.14
11/12/2008,3.55,-0.42,1.69
12/12/2008,8.02,-1.79,2.58
13/12/2008,6.9,1.02,3.82
14/12/2008,5.03,1.18,3.02
15/12/2008,5.02,2.35,3.54
16/12/2008,8.02,0.16,4.25
17/12/2008,9.5,0.33,5.02
18/12/2008,10.62,2.8,6.53
19/12/2008,10.74,1.78,6.39
20/12/2008,11.52,2.02,6.57
21/12/2008,10.91,8.56,9.76
22/12/2008,11.34,9.2,8.94
23/12/2008,8.24,7.66,7.74
24/12/2008,7.72,6.45,6.46
25/12/2008,6.44,5,4.57
26/12/2008,3.84,1.16,1.73
27/12/2008,1.98,-0.23,0.97
28/12/2008,2.26,0.39,1.93
29/12/2008,3.16,-1.48,-0.26
30/12/2008,1.13,-3.24,-1.29
31/12/2008,0.37,-3.86,-1.14
01/01/2009,1.55,-1.87,1.3
02/01/2009,4.75,-1.59,0.58
03/01/2009,2.53,-4.84,-1.65
04/01/2009,1.26,-5.84,-2.32
05/01/2009,2.29,-4.83,-1.28
06/01/2009,0.36,-6.53,-3.15
07/01/2009,1.89,-7.04,-3.09
08/01/2009,3.77,-0.33,1.86
09/01/2009,-2.09,-3.28,-2.05
10/01/2009,4.84,-4.58,-0.1
11/01/2009,8.83,-3.78,2.53
12/01/2009,9.2,4.83,7.23
13/01/2009,8.49,5.73,7.15
14/01/2009,8.13,-1.26,2.72
15/01/2009,8.04,-0.98,3.13
16/01/2009,9.09,4.5,6.94
17/01/2009,9.14,5.95,7.47
18/01/2009,6.22,2.95,4.72
19/01/2009,6.46,1.81,5.6
20/01/2009,6.53,1.31,3.84
21/01/2009,8.82,-0.93,3.98
22/01/2009,9.31,0.6,5.93
23/01/2009,6.26,2.99,4.94
24/01/2009,7.29,-1.43,2.9
25/01/2009,7.55,-0.55,3.53
26/01/2009,7.42,3.96,6.23
27/01/2009,7.34,-1.25,2.98
28/01/2009,7.56,2.81,5.21
29/01/2009,4.64,2.73,3.76
30/01/2009,6.39,1.4,3.72
31/01/2009,4.88,2.92,4.37
01/02/2009,1.67,-0.33,0.78
02/02/2009,-0.06,-3.43,-1.65
03/02/2009,2.67,-3.53,-1.13
04/02/2009,3.65,-1.79,0.54
05/02/2009,1.26,-1.29,0.14
06/02/2009,1.28,-0.11,0.6
07/02/2009,3.3,-4.22,-0.71
08/02/2009,3.95,-1.87,0.2
09/02/2009,4.05,-0.26,1.38
10/02/2009,6.13,0.52,3.1
11/02/2009,7.25,-1.06,2.46
12/02/2009,5.18,-3.51,0.82
13/02/2009,5.57,-0.91,2.76
14/02/2009,7.61,-3.11,1.29
15/02/2009,7.78,2.24,5.12
16/02/2009,10.57,3,6.95
17/02/2009,9.91,3.76,6.71
18/02/2009,8,6.82,7.67
19/02/2009,9.36,4.9,7.08
20/02/2009,9.83,3.92,6.7
21/02/2009,12.1,2.53,7.16
22/02/2009,11.83,3.2,7.19
23/02/2009,10.03,7.1,8.39
24/02/2009,9.98,7.3,8.77
25/02/2009,10.15,7.25,8.35
26/02/2009,8.95,4.81,6.9
27/02/2009,12.71,5.44,9.12
28/02/2009,9.11,6.17,7.64
01/03/2009,10.94,1.9,6.42
02/03/2009,10.82,0.03,5.43
03/03/2009,9.49,5.01,7.25
04/03/2009,7.21,0.58,3.9
05/03/2009,7.3,-0.07,3.61
06/03/2009,9.74,-2.08,3.83
07/03/2009,11.65,3.43,7.54
08/03/2009,9.03,4.41,6.72
09/03/2009,10,1.87,5.93
10/03/2009,11.03,5.94,8.49
11/03/2009,12.57,-0.34,6.12
12/03/2009,11.55,5.23,8.39
13/03/2009,10.31,5.72,8.01
14/03/2009,12.09,7.12,9.61
15/03/2009,13.57,2.14,7.85
16/03/2009,15.02,1.21,8.11
17/03/2009,13.98,2.61,8.29
18/03/2009,14.86,3.06,8.96
19/03/2009,14.01,0.85,7.43
20/03/2009,13.01,2.47,7.74
21/03/2009,14.3,-0.46,6.92
22/03/2009,14.43,4.62,9.53
23/03/2009,12.2,4.92,8.56
24/03/2009,11,2.77,6.89
25/03/2009,11.7,5.96,8.83
26/03/2009,12.87,5.92,9.39
27/03/2009,9.84,3.14,6.49
28/03/2009,9.75,2.2,5.98
29/03/2009,9.66,-0.81,4.43
30/03/2009,12.05,-0.99,5.53
31/03/2009,13.36,6.27,9.82
01/04/2009,15.25,2.84,9.04
02/04/2009,13.2,5.4,9.3
03/04/2009,14.45,4.69,9.57
04/04/2009,14.64,5.22,9.93
05/04/2009,13.86,1.4,7.63
06/04/2009,15.29,4.22,9.76
07/04/2009,13.81,6.92,10.36
08/04/2009,14.3,7.55,10.92
09/04/2009,13.59,6.55,10.07
10/04/2009,11.79,9.37,10.58
11/04/2009,11.83,7.38,9.61
12/04/2009,11.24,7.73,9.48
13/04/2009,15.59,6.05,10.82
14/04/2009,16.36,4.7,10.53
15/04/2009,19.79,8.88,14.34
16/04/2009,13.48,9.95,11.71
17/04/2009,10.97,7.97,9.47
18/04/2009,13.96,4.64,9.3
19/04/2009,14.89,5.39,10.14
20/04/2009,17.6,3.95,10.77
21/04/2009,18.31,4.12,11.21
22/04/2009,17.13,4.33,10.73
23/04/2009,17.46,6.81,12.13
24/04/2009,17.01,8.54,12.78
25/04/2009,14.45,8.7,11.57
26/04/2009,15.58,3.87,9.72
27/04/2009,10.53,5.21,7.87
28/04/2009,13.35,1.61,7.48
29/04/2009,15.79,1.44,8.62
30/04/2009,14.55,8.42,11.48
01/05/2009,17.61,10.18,13.9
02/05/2009,16.57,6.26,11.41
03/05/2009,13.68,7.83,10.76
04/05/2009,13.54,2.5,8.02
05/05/2009,17.55,10.12,13.83
06/05/2009,17.1,11.1,14.1
07/05/2009,15.37,9.4,12.39
08/05/2009,14.24,7.87,11.05
09/05/2009,14.89,5.96,10.43
10/05/2009,18.11,3.19,10.65
11/05/2009,15.77,7.11,11.44
12/05/2009,16.87,6.17,11.52
13/05/2009,14.03,8.9,11.47
14/05/2009,15.53,10.67,13.1
15/05/2009,14.85,11.52,13.19
16/05/2009,14.93,6.41,10.67
17/05/2009,13.29,6.44,9.87
18/05/2009,14.74,8.54,11.64
19/05/2009,15.55,9.04,12.29
20/05/2009,17.15,7.63,12.39
21/05/2009,16.91,8.62,12.76
22/05/2009,17.24,6.38,11.81
23/05/2009,20.24,7.22,13.73
24/05/2009,22.12,6.28,14.2
25/05/2009,21.67,10.38,16.02
26/05/2009,16,11.01,13.5
27/05/2009,17.56,8.03,12.8
28/05/2009,21.16,10.64,15.9
29/05/2009,23.77,10.11,16.94
30/05/2009,22.17,8.33,15.25
31/05/2009,23.79,9.47,16.63
01/06/2009,24.27,10.72,17.49
02/06/2009,24.32,8.56,16.44
03/06/2009,18.54,11.58,15.06
04/06/2009,17.81,4.75,11.28
05/06/2009,15.11,8.98,12.05
06/06/2009,12.45,9.51,10.98
07/06/2009,15.38,7.61,11.5
08/06/2009,15.89,7.41,11.65
09/06/2009,15.18,10.11,12.65
10/06/2009,16.36,10.29,13.32
11/06/2009,18.26,9.83,14.04
12/06/2009,18.32,5.04,11.68
13/06/2009,22.13,13.49,17.81
14/06/2009,21.42,11.37,16.4
15/06/2009,21.27,11.31,16.29
16/06/2009,21.77,8.84,15.3
17/06/2009,19.62,11.14,15.38
18/06/2009,17.15,9.03,13.09
19/06/2009,18.17,9.06,13.61
20/06/2009,18.34,10.05,14.2
21/06/2009,18.28,10.36,14.32
22/06/2009,21.11,9.63,15.37
23/06/2009,23.58,13.62,18.6
24/06/2009,23.48,8.93,16.21
25/06/2009,25.56,12.14,18.85
26/06/2009,20.32,13.8,17.06
27/06/2009,24.43,12.62,18.52
28/06/2009,25.45,13.65,19.55
29/06/2009,28.67,16.87,22.77
30/06/2009,27.99,15.59,21.79
01/07/2009,29.85,18.66,24.25
02/07/2009,28.97,15.62,22.3
03/07/2009,23.92,17.61,20.77
04/07/2009,23.78,11.73,17.76
05/07/2009,23.1,14.58,18.84
06/07/2009,19.95,13.33,16.64
07/07/2009,19.02,12.3,15.66
08/07/2009,18.79,11.68,15.24
09/07/2009,17.42,8.95,13.18
10/07/2009,20,8.7,14.35
11/07/2009,21.4,14.12,17.76
12/07/2009,21.5,14.61,18.05
13/07/2009,20.99,12.8,16.89
14/07/2009,21.46,12.15,16.81
15/07/2009,21.66,14.41,18.04
16/07/2009,20.98,12.36,16.67
17/07/2009,17.13,13.8,15.46
18/07/2009,19.19,12.76,15.98
19/07/2009,18.42,12.63,15.52
20/07/2009,19.17,10.97,15.07
21/07/2009,19.22,13.59,16.41
22/07/2009,20.53,13.18,16.85
23/07/2009,21.36,12.74,17.05
24/07/2009,19.13,12.29,15.71
25/07/2009,22.57,11.67,17.12
26/07/2009,18.67,12.44,15.55
27/07/2009,20.25,12.45,16.35
28/07/2009,20.2,11.09,15.65
29/07/2009,17.17,14.39,15.78
30/07/2009,18.5,11.13,14.81
31/07/2009,20.52,10.49,15.5
01/08/2009,18.1,13.38,15.74
02/08/2009,19.87,9.35,14.61
03/08/2009,20.79,11.29,16.04
04/08/2009,19.87,16.19,18.03
05/08/2009,22.68,17.47,20.07
06/08/2009,20.99,14.61,17.8
07/08/2009,21.96,14.16,18.06
08/08/2009,22.45,10.87,16.66
09/08/2009,23.62,11.53,17.57
10/08/2009,19.16,13.79,16.48
11/08/2009,24.28,15.08,19.68
12/08/2009,21.57,15.42,18.5
13/08/2009,21.41,15.63,18.52
14/08/2009,21.88,11.59,16.73
15/08/2009,22.37,16.48,19.43
16/08/2009,21.5,14.33,17.92
17/08/2009,21.61,12.57,17.09
18/08/2009,21.35,11.53,16.44
19/08/2009,26.67,13.48,20.07
20/08/2009,21.65,16.12,18.89
21/08/2009,18.33,11.68,15.01
22/08/2009,20.98,8.85,14.92
23/08/2009,24.61,13.85,19.23
24/08/2009,21.57,13.57,17.57
25/08/2009,19.85,9.8,14.83
26/08/2009,19.36,13.33,16.34
27/08/2009,21.61,14.92,18.26
28/08/2009,18.37,11.47,14.92
29/08/2009,18.46,9.19,13.82
30/08/2009,17.83,9.24,13.53
31/08/2009,23.24,15.28,19.26
01/09/2009,19.84,12.84,16.34
02/09/2009,17.38,12.25,14.81
03/09/2009,16.94,12.95,14.95
04/09/2009,17.4,9.69,13.54
05/09/2009,17.62,9.05,13.33
06/09/2009,18.08,12.52,15.3
07/09/2009,20.01,13.91,16.96
08/09/2009,24.07,17.12,20.6
09/09/2009,19.38,12.83,16.11
10/09/2009,18.69,7.01,12.85
11/09/2009,19.6,8.32,13.96
12/09/2009,20.94,9.87,15.4
13/09/2009,17.46,8.62,13.04
14/09/2009,18.1,12.17,15.13
15/09/2009,16.94,12.62,14.78
16/09/2009,18.33,13.08,15.71
17/09/2009,15.66,9.83,12.74
18/09/2009,18.52,9.98,14.25
19/09/2009,22.03,11.75,16.89
20/09/2009,19.23,12.83,16.03
21/09/2009,18.44,8.27,13.35
22/09/2009,19.16,11.97,15.57
23/09/2009,17.26,12.96,15.11
24/09/2009,18.17,6.86,12.52
25/09/2009,17.95,6.31,12.13
26/09/2009,18.93,7.28,13.11
27/09/2009,19.43,6.9,13.17
28/09/2009,18.25,10.91,14.58
29/09/2009,19.92,9.9,14.91
30/09/2009,17.87,12.19,15.03
01/10/2009,16.03,10.64,13.33
02/10/2009,15.64,5.74,10.69
03/10/2009,16.03,11.38,13.7
04/10/2009,15.41,6.91,11.16
05/10/2009,16.44,9.14,12.79
06/10/2009,19.04,11.33,15.18
07/10/2009,11.46,10.21,10.83
08/10/2009,14.29,3.77,9.03
09/10/2009,13.33,4.48,8.91
10/10/2009,17.46,9.5,13.48
11/10/2009,15.63,11,13.31
12/10/2009,14.6,5.44,10.02
13/10/2009,15.56,2.21,8.88
14/10/2009,16.05,7.75,11.9
15/10/2009,12.59,9.44,11.01
16/10/2009,13.43,9.9,11.67
17/10/2009,11.61,4.99,8.3
18/10/2009,11.39,1.7,6.55
19/10/2009,12.62,4.57,8.6
20/10/2009,12.19,6.23,9.21
21/10/2009,14.41,8.77,11.59
22/10/2009,14.32,9.74,12.03
23/10/2009,15.81,7.66,11.74
24/10/2009,17.48,11.6,14.54
25/10/2009,15.8,11.21,13.51
26/10/2009,15.34,9.17,12.25
27/10/2009,16.89,10.2,13.54
28/10/2009,17.83,10.83,14.33
29/10/2009,16.12,7.77,11.94
30/10/2009,15.02,10.65,12.84
31/10/2009,16.43,11.58,14
01/11/2009,16.38,11.54,13.96
02/11/2009,11.75,4.75,8.25
03/11/2009,12.91,7.22,10.07
04/11/2009,11.44,5.15,8.29
05/11/2009,11.86,6.98,9.42
06/11/2009,10.84,7.71,9.27
07/11/2009,10.21,3.03,6.62
08/11/2009,9.45,4.49,6.97
09/11/2009,6.7,2.27,4.49
10/11/2009,7.56,3.04,5.3
11/11/2009,9.47,4.61,7.04
12/11/2009,12.92,6.39,9.65
13/11/2009,14.38,8.65,11.51
14/11/2009,11.84,9.4,10.62
15/11/2009,13.06,6.18,9.62
16/11/2009,12.72,7.45,10.09
17/11/2009,12.43,7.5,9.96
18/11/2009,13.38,8.81,11.09
19/11/2009,13.63,12.11,12.87
20/11/2009,14.01,12.27,13.14
21/11/2009,14.41,6.85,10.63
22/11/2009,10.54,7.92,9.23
23/11/2009,12.91,7.49,10.2
24/11/2009,13.22,8.32,10.77
25/11/2009,10.55,7.58,9.06
26/11/2009,9.03,5.9,7.47
27/11/2009,7.93,4.33,6.13
28/11/2009,7.83,3.63,5.73
29/11/2009,7.04,4.57,5.8
30/11/2009,5.18,4.9,5.04
01/12/2009,7.49,-2.22,2.63
02/12/2009,8.89,-0.96,3.97
03/12/2009,6.77,5.8,6.28
04/12/2009,9.68,0.94,5.31
05/12/2009,12.09,2.44,7.27
06/12/2009,9.99,7.38,8.69
07/12/2009,9.96,6.5,8.23
08/12/2009,10.75,4.12,7.43
09/12/2009,10.85,5.32,8.09
10/12/2009,9.71,5.26,7.49
11/12/2009,5.89,-0.39,2.75
12/12/2009,7.8,1.56,4.68
13/12/2009,6.41,3.17,4.79
14/12/2009,4.88,2.83,3.86
15/12/2009,2.44,2.81,2.62
16/12/2009,4.04,-1.55,1.25
17/12/2009,3.38,0.21,1.8
18/12/2009,0.66,-1.27,-0.3
19/12/2009,1.57,-5.53,-1.98
20/12/2009,2.08,-4.81,-1.37
21/12/2009,0.84,-4.21,-1.69
22/12/2009,0.97,-3.36,-1.19
23/12/2009,2.65,-6.23,-1.79
24/12/2009,3.42,-4.69,-0.63
25/12/2009,6.46,0.91,3.69
26/12/2009,8.05,0.89,4.47
27/12/2009,6.34,3.98,5.16
28/12/2009,3.89,-2.96,0.46
29/12/2009,2.98,-2.39,0.29
30/12/2009,3.35,1.92,2.63
31/12/2009,3.63,2.63,3.13
01/01/2010,3.53,-2.28,0.63
02/01/2010,4.27,-2.34,0.97
03/01/2010,2.23,-2.33,-0.05
04/01/2010,-0.16,-6.92,-3.54
05/01/2010,2.23,-6.71,-2.24
06/01/2010,0.1,-1.81,-0.85
07/01/2010,0.08,-8.59,-4.26
08/01/2010,0.18,-6.59,-3.2
09/01/2010,1.35,-5.57,-2.11
10/01/2010,1.77,-5.27,-1.75
11/01/2010,0.96,0.36,0.66
12/01/2010,1.67,-0.58,0.54
13/01/2010,0.68,-0.91,-0.11
14/01/2010,2.82,-1.24,0.79
15/01/2010,5.22,0.01,2.61
16/01/2010,7.26,1.42,4.34
17/01/2010,8.68,2.2,5.44
18/01/2010,8.94,1.86,5.4
19/01/2010,6.69,4.44,5.56
20/01/2010,2.2,1.67,1.94
21/01/2010,7.69,0.22,3.95
22/01/2010,8.57,0.64,4.61
23/01/2010,5.18,4.5,4.84
24/01/2010,6.45,1.01,3.73
25/01/2010,3.85,2.22,3.04
26/01/2010,1.95,1.5,1.73
27/01/2010,6.9,-2.38,2.26
28/01/2010,6.69,0.55,3.62
29/01/2010,5.09,3.89,4.49
30/01/2010,2.78,-1.85,0.47
31/01/2010,2.66,-4.08,-0.71
01/02/2010,5.38,-1.61,1.88
02/02/2010,8.45,-0.08,4.18
03/02/2010,7.83,1.77,4.8
04/02/2010,7.73,2.24,4.99
05/02/2010,10.47,5.13,7.8
06/02/2010,5.48,2.19,3.84
07/02/2010,4.34,2.14,3.24
08/02/2010,1.82,1.77,1.79
09/02/2010,4.59,0.13,2.36
10/02/2010,2.94,0.51,1.72
11/02/2010,2.69,-1.73,0.48
12/02/2010,4.87,-1.2,1.84
13/02/2010,4.19,0.39,2.29
14/02/2010,5.21,0.61,2.91
15/02/2010,4.27,-0.43,1.92
16/02/2010,5.84,1.24,3.54
17/02/2010,6.34,1.61,3.98
18/02/2010,3.73,-0.62,1.56
19/02/2010,5.33,0.62,2.98
20/02/2010,5.88,-2.84,1.52
21/02/2010,7.31,-2.49,2.41
22/02/2010,2.63,0.47,1.55
23/02/2010,6,0.68,3.34
24/02/2010,10.07,1.47,5.77
25/02/2010,8.44,5.61,7.03
26/02/2010,7.77,4.26,6.01
27/02/2010,9.24,1.88,5.56
28/02/2010,5.78,3.86,4.82
01/03/2010,10.11,-0.82,4.64
02/03/2010,9.46,-1.48,3.99
03/03/2010,6.62,0.84,3.73
04/03/2010,7.42,-0.35,3.54
05/03/2010,7.9,-3.65,2.13
06/03/2010,8.65,-2.93,2.86
07/03/2010,4.77,-4.93,-0.08
08/03/2010,6.5,-4.61,0.95
09/03/2010,8.48,0.17,4.33
10/03/2010,5.51,2.78,4.15
11/03/2010,6.85,-0.83,3.01
12/03/2010,8.93,-0.81,4.06
13/03/2010,9.11,2.33,5.72
14/03/2010,12.63,2.73,7.68
15/03/2010,12.51,2.03,7.27
16/03/2010,12.18,-0.08,6.05
17/03/2010,13.35,3.75,8.55
18/03/2010,16.83,6.86,11.85
19/03/2010,12.08,7.38,9.73
20/03/2010,13.07,9.36,11.21
21/03/2010,12.92,3.68,8.3
22/03/2010,11.82,5.86,8.84
23/03/2010,10.45,2.62,6.54
24/03/2010,16.2,5.18,10.69
25/03/2010,13.62,9.66,11.64
26/03/2010,13.09,6.9,10
27/03/2010,13.17,6.97,10.07
28/03/2010,13.2,5.6,9.4
29/03/2010,12.21,6,9.1
30/03/2010,11.62,8.33,9.98
31/03/2010,6.37,2.85,4.61
01/04/2010,8.76,1.48,5.12
02/04/2010,10.46,4.77,7.61
03/04/2010,10.8,4.09,7.44
04/04/2010,11.43,4.59,8.01
05/04/2010,12.96,4.81,8.89
06/04/2010,15.41,8.24,11.83
07/04/2010,14.79,7.24,11.02
08/04/2010,16.3,3.23,9.77
09/04/2010,17.44,4.07,10.76
10/04/2010,17.94,5.48,11.71
11/04/2010,13.72,5.71,9.72
12/04/2010,15.03,4.38,9.71
13/04/2010,12.84,3.63,8.24
14/04/2010,13.9,4.47,9.18
15/04/2010,12.6,5.39,9
16/04/2010,12.53,4.39,8.46
17/04/2010,16.87,3.65,10.26
18/04/2010,18.15,0.4,9.28
19/04/2010,15.68,4.56,10.12
20/04/2010,13.37,1.79,7.58
21/04/2010,11.44,0.74,6.09
22/04/2010,13.51,0.7,7.1
23/04/2010,16.39,1.35,8.87
24/04/2010,19.62,1.87,10.74
25/04/2010,17.23,9.66,13.45
26/04/2010,17.18,8.18,12.68
27/04/2010,19.17,4.06,11.61
28/04/2010,20.1,7.18,13.64
29/04/2010,15.03,9.59,12.31
30/04/2010,14.59,6.06,10.33
01/05/2010,15.45,8.21,11.83
02/05/2010,10.45,6.56,8.51
03/05/2010,11.31,4.85,8.08
04/05/2010,13.07,0.33,6.7
05/05/2010,15.42,6.45,10.93
06/05/2010,13.05,8.46,10.75
07/05/2010,12.94,5.31,9.13
08/05/2010,9.64,6.02,7.83
09/05/2010,12.54,5.81,9.17
10/05/2010,13.02,2.45,7.73
11/05/2010,11.21,3.45,7.33
12/05/2010,11.97,1.26,6.61
13/05/2010,13.63,0.53,7.08
14/05/2010,13.43,5.07,9.25
15/05/2010,17.47,3.87,10.67
16/05/2010,15.72,3.79,9.76
17/05/2010,17.9,4.31,11.11
18/05/2010,19.54,4.97,12.25
19/05/2010,19.68,9.72,14.7
20/05/2010,22.95,13.44,18.19
21/05/2010,24.27,12.42,18.35
22/05/2010,24.85,11.9,18.37
23/05/2010,26.36,10.14,18.25
24/05/2010,27.72,12.62,20.17
25/05/2010,19.73,10.53,15.13
26/05/2010,17.38,7.42,12.4
27/05/2010,16.98,7.88,12.43
28/05/2010,17.96,6.94,12.45
29/05/2010,15.77,9.7,12.73
30/05/2010,19.2,9.39,14.29
31/05/2010,17.64,7.7,12.67
01/06/2010,13.94,11.17,12.55
02/06/2010,21.26,9.16,15.21
03/06/2010,23.36,8.4,15.88
04/06/2010,27.19,8.21,17.7
05/06/2010,26.03,12.23,19.13
06/06/2010,21.07,14.01,17.54
07/06/2010,18.51,11,14.76
08/06/2010,18.29,11.59,14.94
09/06/2010,19.31,12.36,15.84
10/06/2010,16.73,13.9,15.32
11/06/2010,19.52,11.37,15.44
12/06/2010,19.12,9.13,14.12
13/06/2010,20.54,9.93,15.23
14/06/2010,17.77,11.46,14.61
15/06/2010,17.1,7.31,12.2
16/06/2010,19.24,6.18,12.71
17/06/2010,21.55,5.92,13.73
18/06/2010,18.93,8.71,13.82
19/06/2010,15.06,6.64,10.85
20/06/2010,19.1,6.01,12.55
21/06/2010,24.01,10.6,17.31
22/06/2010,24.59,11.71,18.15
23/06/2010,24.8,10.25,17.52
24/06/2010,23.69,11.61,17.65
25/06/2010,24.61,10.82,17.72
26/06/2010,26.65,13.83,20.24
27/06/2010,27.21,12.01,19.61
28/06/2010,26.16,11.46,18.81
29/06/2010,25.86,15.12,20.49
30/06/2010,24.21,13.77,18.99
01/07/2010,24.89,12.91,18.9
02/07/2010,22.85,16.42,19.63
03/07/2010,23.58,12.01,17.79
04/07/2010,22.12,10.03,16.08
05/07/2010,22.07,11.95,17.01
06/07/2010,22.46,9.11,15.78
07/07/2010,22.02,14.45,18.24
08/07/2010,24.64,15.71,20.17
09/07/2010,28.1,12.66,20.38
10/07/2010,26.42,15.72,21.07
11/07/2010,23.99,16.81,20.4
12/07/2010,21.11,15.17,18.14
13/07/2010,18.6,13.65,16.12
14/07/2010,21.01,14.54,17.77
15/07/2010,20.74,14.81,17.77
16/07/2010,20.76,12.26,16.51
17/07/2010,20.05,12.11,16.08
18/07/2010,22.37,10.63,16.5
19/07/2010,27.06,14.54,20.8
20/07/2010,26.41,15.8,21.1
21/07/2010,23.01,14.12,18.56
22/07/2010,20.75,12.27,16.51
23/07/2010,19.89,13.34,16.61
24/07/2010,21.94,11.98,16.96
25/07/2010,25.25,15.45,20.35
26/07/2010,24.23,17.37,20.8
27/07/2010,24.06,15.96,20.01
28/07/2010,21.86,12.04,16.95
29/07/2010,20.75,13.58,17.16
30/07/2010,20.78,10.94,15.86
31/07/2010,21.91,16.78,19.35
01/08/2010,21.34,14.12,17.73
02/08/2010,21.94,13.65,17.79
03/08/2010,21.21,9.22,15.21
04/08/2010,18.72,13.84,16.28
05/08/2010,20.01,10.74,15.37
06/08/2010,19.71,9.97,14.84
07/08/2010,20.79,15,17.89
08/08/2010,23.3,13.22,18.26
09/08/2010,22.94,11.49,17.21
10/08/2010,17.66,13.28,15.47
11/08/2010,20.94,9.3,15.12
12/08/2010,18.58,11.98,15.28
13/08/2010,16.33,10.96,13.65
14/08/2010,17.84,12.55,15.2
15/08/2010,22.51,12.72,17.62
16/08/2010,23.88,11.91,17.9
17/08/2010,21.87,14.39,18.13
18/08/2010,20.2,10.07,15.13
19/08/2010,19.86,11.28,15.57
20/08/2010,21.21,15.48,18.35
21/08/2010,22.4,18.37,20.39
22/08/2010,22.37,15.23,18.8
23/08/2010,19.88,15.15,17.52
24/08/2010,19.3,10.23,14.77
25/08/2010,15.91,10.74,13.32
26/08/2010,16.16,13.11,14.64
27/08/2010,17.73,11.54,14.63
28/08/2010,18.78,9.25,14.02
29/08/2010,17.27,12.1,14.69
30/08/2010,18,7.62,12.81
31/08/2010,19.74,6.69,13.21
01/09/2010,20.45,7.06,13.76
02/09/2010,20.9,7.68,14.29
03/09/2010,20.69,9.3,15
04/09/2010,20.29,9.32,14.8
05/09/2010,18.97,12.7,15.84
06/09/2010,19.82,13.68,16.75
07/09/2010,18.56,11.88,15.22
08/09/2010,19.6,10.3,14.95
09/09/2010,20.76,11.11,15.94
10/09/2010,20.84,13.8,17.32
11/09/2010,21.08,16.64,18.86
12/09/2010,19.19,9.42,14.3
13/09/2010,17.3,8.97,13.13
14/09/2010,18.59,15.18,16.88
15/09/2010,16.04,8.83,12.44
16/09/2010,16.65,11.02,13.83
17/09/2010,15.47,6.59,11.03
18/09/2010,16.41,4.43,10.42
19/09/2010,16.97,10.83,13.9
20/09/2010,19.85,13.4,16.62
21/09/2010,20.54,7.89,14.22
22/09/2010,21.14,9.36,15.25
23/09/2010,18.14,14.04,16.09
24/09/2010,11.83,10.98,11.4
25/09/2010,13.03,3.66,8.35
26/09/2010,12.51,5.71,9.11
27/09/2010,13.81,10.1,11.96
28/09/2010,16.15,12.08,14.11
29/09/2010,15.44,13.74,14.59
30/09/2010,15.98,5.73,10.85
